name,fips,code,number,district,district_code,census_2010_white,census_2010_black,census_2010_latino,census_2010_api,census_2010_native,census_2010_other,acs_2015_pct_bachelor_ge25,acs_2015_pct_bachelor_white_ge25,acs_2015_median_hh_income,2016_pres_total,2016_pres_d,2016_pres_r,2016_pres_other,2012_pres_total,2012_pres_d,2012_pres_r,2012_pres_other,2008_pres_total,2008_pres_d,2008_pres_r,2008_pres_other,2016_house_total,2016_house_d,2016_house_r,2016_house_other,2014_house_total,2014_house_d,2014_house_r,2014_house_other,2012_house_d,2012_house_r,2012_house_other,2016_pvi,2012_pvi,2008_pvi,pop_total,pop_white,pop_black,pop_latino,pop_api,pop_native,pop_other,pop_total_ge18,pop_white_ge18,pop_black_ge18,pop_latino_ge18,pop_api_ge18,pop_native_ge18,pop_other_ge18
New York,36,NY,27,New York 27th,NY-27,93.5,2.4,1.8,0.9,0.7,0.7,29.3,29.5,"$62,566","346,762","122,102","206,866",,"326,828","140,176","180,703",,"345,902","153,862","186,554",,"328,809","107,832","220,885",92,"203,645","58,911","144,675",59,"156,219","161,220",,-14,-8.3,-8.5,"719,760","667,248","16,414","15,737","6,587","5,114","8,660","560,034","523,730","13,656","10,146","4,820","3,777","3,905"
North Carolina,37,NC,1,North Carolina 1st,NC-01,46.2,44.4,6.6,2,0.8,3.8,26.2,,"$40,347","354,704","239,585","108,100",,,"244,235","112,019",,"343,389","231,441","110,476",,"350,699","240,661","101,567","8,471",,,,,,,,17.8,16.6,14,"733,323","314,598","341,018","58,595","13,468","6,100","34,353","567,106","262,060","252,060","37,362","11,187","4,544","21,682"
North Carolina,37,NC,2,North Carolina 2nd,NC-02,70.7,19.7,7.1,1.8,0.6,3.6,34.4,,"$61,455","397,167","173,131","211,450",,,"158,037","205,651",,"340,695","152,560","185,058",,"390,567","169,082","221,485",0,,,,,,,,-6.1,-8.5,-8.5,"734,740","500,909","149,478","64,463","13,235","4,685","32,264","530,179","374,585","104,330","37,786","9,400","3,198","19,341"
North Carolina,37,NC,3,North Carolina 3rd,NC-03,71.2,21.2,5.4,1.4,0.5,2.4,23.2,,"$46,168","328,451","121,094","198,864",,,"129,535","186,723",,"310,406","132,447","176,953",,"323,701","106,170","217,531",0,,,,,,,,-13.3,-11,-10.9,"732,627","502,246","166,389","47,782","9,830","3,583","20,321","563,610","401,447","119,564","30,321","7,617","2,778","13,272"
North Carolina,37,NC,4,North Carolina 4th,NC-04,61.6,22.4,8.7,6.6,0.4,4.2,51.8,,"$63,962","412,533","281,517","116,383",,,"253,331","134,265",,"363,329","238,947","120,713",,"409,541","279,380","130,161",0,,,,,,,,19.6,13.4,12.7,"733,218","424,627","176,841","75,661","50,555","3,520","36,743","561,968","346,286","125,884","48,821","37,350","2,464","23,586"
North Carolina,37,NC,5,North Carolina 5th,NC-05,77.7,14,6.7,1.1,0.3,3.9,25.9,,"$41,462","358,023","142,367","205,348",,,"146,282","195,415",,"341,091","152,434","185,088",,"355,512","147,887","207,625",0,,,,,,,,-10.2,-9.2,-8.5,"733,879","546,455","110,223","64,728","9,007","2,461","38,339","567,664","440,882","79,570","38,023","6,515","1,806","22,272"
North Carolina,37,NC,6,North Carolina 6th,NC-06,71.1,19.9,7.1,1.2,0.5,3.8,23.1,,"$44,095","358,853","148,725","201,387",,,"149,442","193,609",,"330,452","149,516","177,661",,"351,150","143,167","207,983",0,,,,,,,,-8.6,-8.4,-8,"733,554","498,545","152,617","67,658","9,675","4,210","35,573","558,250","396,980","110,881","39,909","6,802","2,986","21,428"
North Carolina,37,NC,7,North Carolina 7th,NC-07,70.8,20.3,7,0.8,0.9,4.3,24.5,,"$44,618","357,908","142,809","206,150",,,"145,865","188,514",,"325,028","145,487","177,670",,"347,706","135,905","211,801",0,,,,,,,,-10.2,-8.3,-8.7,"734,750","496,463","158,230","65,242","5,843","6,801","39,737","569,264","403,145","115,434","39,604","4,520","5,049","24,311"
North Carolina,37,NC,8,North Carolina 8th,NC-08,66.9,22.5,7.3,2,1.2,3.3,25.7,,"$47,242","331,234","136,233","185,873",,,"141,264","174,101",,"311,155","141,319","167,942",,"323,045","133,182","189,863",0,,,,,,,,-8.8,-7.2,-8,"733,160","464,581","177,658","66,336","14,810","9,366","29,782","544,179","364,259","122,182","39,473","11,012","6,661","18,228"
North Carolina,37,NC,9,North Carolina 9th,NC-09,64.1,19.6,5.9,2,8,3,33.4,,"$55,256","343,888","147,072","186,974",,,"146,474","185,251",,"314,446","142,985","170,694",,"332,493","139,041","193,452",0,,,,,,,,-7.1,-7.8,-8.1,"733,124","452,011","149,844","52,079","15,076","60,674","25,851","536,830","344,302","104,984","31,880","10,847","42,911","15,932"
North Carolina,37,NC,10,North Carolina 10th,NC-10,81.9,11.6,4.5,1.3,0.3,2.1,22.6,,"$44,136","355,111","129,233","216,790",,,"137,613","199,068",,"333,115","138,913","191,615",,"349,744","128,919","220,825",0,,,,,,,,-13.8,-11.1,-11.7,"736,057","582,998","95,259","41,449","10,579","2,478","19,284","568,988","466,093","66,108","25,543","7,223","1,896","11,968"
North Carolina,37,NC,11,North Carolina 11th,NC-11,89.6,3.3,4.3,1,1.3,2.2,24,,"$42,089","364,055","123,806","230,001",,,"132,331","202,125",,"339,224","141,076","193,688",,"359,508","129,103","230,405",0,,,,,,,,-16.1,-12.4,-11.5,"733,447","640,542","27,828","41,284","8,329","11,038","20,162","580,523","519,927","18,995","25,134","5,645","7,637","12,551"
North Carolina,37,NC,12,North Carolina 12th,NC-12,46.6,36.2,12.1,4.7,0.5,6.4,38.4,,"$51,841","356,321","243,736","101,161",,,"231,080","106,731",,"304,107","211,205","95,981",,"349,300","234,115","115,185",0,,,,,,,,19.6,16.4,15.1,"733,894","312,781","281,939","102,704","34,323","3,734","54,218","546,981","254,771","198,049","66,437","25,837","2,669","34,997"
North Carolina,37,NC,13,North Carolina 13th,NC-13,69.8,21.2,5.7,2.6,0.4,3,28.1,,"$47,826","363,851","160,004","194,170",,,"162,903","186,922",,"341,612","164,321","174,934",,"355,492","156,049","199,443",0,,,,,,,,-5.9,-5.4,-5.3,"729,710","487,239","164,132","52,139","20,836","3,460","27,403","558,306","389,588","118,192","32,037","14,775","2,512","16,961"
North Dakota,38,ND,AL,North Dakota At-Large,ND-AL,91,1,1.5,1.1,4.4,1,29.1,29.9,"$60,557","337,963","93,758","216,794",,"320,767","124,827","188,163",,"316,615","141,403","168,887",,"338,459","80,377","233,980","24,102","248,670","95,678","138,100","14,892","131,869","173,433",,-20.9,-12.1,-8.1,"672,591","598,007","7,720","13,467","7,129","35,562","10,706","522,720","475,686","5,157","8,064","5,782","22,786","5,245"
Ohio,39,OH,1,Ohio 1st,OH-01,73.4,20.6,2.2,2.6,0.2,1.1,34.2,37.2,"$55,059","361,297","160,988","185,025",,"363,593","168,195","190,504",,"363,285","171,529","188,091",,"354,788","144,644","210,014",130,"197,383","72,604","124,779",0,"131,490","201,907",,-4.6,-5.1,-6,"720,719","510,134","158,235","18,661","18,716","1,089","13,884","539,642","395,873","111,211","11,692","13,790",876,"6,200"
Ohio,39,OH,2,Ohio 2nd,OH-02,88.1,8,1.3,1.2,0.2,1.1,30.5,31.2,"$52,371","354,868","140,773","197,877",,"355,117","155,027","194,409",,"361,562","160,301","196,040",,"340,279","111,694","221,193","7,392","201,111","68,453","132,658",0,"137,082","194,299",,-9.5,-7.6,-8.7,"720,903","626,169","59,936","11,731","8,810","1,516","12,741","547,568","482,567","43,827","7,332","6,660","1,233","5,949"
Ohio,39,OH,3,Ohio 3rd,OH-03,60.1,29.4,5,3.2,0.2,2,27.2,31.8,"$42,601","314,155","210,445","89,824",,"312,938","217,969","90,434",,"310,574","209,277","97,330",,"291,351","199,791","91,560",0,"143,261","91,769","51,475",17,"201,921","77,903",,19,18.7,14.6,"715,597","397,475","228,563","43,044","21,491","1,630","23,394","535,897","322,169","157,492","26,746","17,314","1,333","10,843"
Ohio,39,OH,4,Ohio 4th,OH-04,90.6,5,2.5,0.7,0.2,1,17,16.6,"$50,627","324,648","99,641","208,715",,"331,390","139,228","185,512",,"344,253","150,312","187,369",,"309,208","98,981","210,227",0,"186,072","60,165","125,907",0,"114,214","182,643",,-18.8,-9.1,-9.2,"720,629","641,230","36,317","22,839","5,472","1,325","13,446","546,601","495,314","27,355","13,501","4,065","1,059","5,307"
Ohio,39,OH,5,Ohio 5th,OH-05,92.2,2.3,3.4,1.2,0.2,0.8,25.2,25.5,"$56,098","359,624","124,410","214,653",,"362,052","159,592","195,075",,"373,037","171,746","194,685",,"344,991","100,392","244,599",0,"202,300","58,507","134,449","9,344","137,806","201,514",,-14.4,-7,-6.8,"720,433","652,709","17,105","31,502","8,732","1,232","9,153","549,592","506,458","12,650","18,832","6,459",972,"4,221"
Ohio,39,OH,6,Ohio 6th,OH-06,95.7,2.2,0.7,0.4,0.2,0.8,15.8,15.9,"$43,964","320,064","85,512","221,852",,"319,939","136,522","176,593",,"333,655","149,059","177,089",,"302,755","88,780","213,975",0,"190,652","73,561","111,026","6,065","144,444","164,536",,-23.3,-8.4,-8,"721,327","685,944","15,512","6,202","2,724","1,377","9,568","561,586","537,387","12,350","3,945","2,091","1,136","4,677"
Ohio,39,OH,7,Ohio 7th,OH-07,93.3,3.6,1.4,0.6,0.2,0.9,19.5,19.9,"$51,132","328,938","108,004","205,565",,"333,866","147,660","179,312",,"339,811","159,267","173,085",,"309,553","89,638","198,221","21,694","143,959",0,"143,959",0,"137,708","178,104",,-16.7,-6.8,-5.8,"721,122","663,201","28,240","12,911","4,175","1,347","11,248","544,526","508,268","19,494","7,687","3,103","1,095","4,879"
Ohio,39,OH,8,Ohio 8th,OH-08,89.7,5.2,2.3,1.6,0.2,1,23.7,23.7,"$54,069","342,785","104,927","223,221",,"341,543","124,478","211,436",,"349,366","133,182","210,494",,"325,506","87,794","223,833","13,879","188,330","51,534","126,539","10,257",0,"246,380",,-19.1,-14.9,-14.9,"721,169","633,207","40,948","20,858","11,491","1,247","13,418","542,712","486,875","28,420","12,401","8,462",998,"5,556"
Ohio,39,OH,9,Ohio 9th,OH-09,75.4,14.2,7.5,1.3,0.2,1.4,21.6,24.2,"$41,379","301,655","177,118","110,204",,"321,454","217,146","99,223",,"340,297","227,380","107,587",,"282,398","193,966","88,427",5,"160,715","108,870","51,704",141,"217,775","68,666",,10.5,16.7,14.2,"722,432","513,475","112,303","67,768","8,957","1,704","18,225","552,056","416,151","78,404","41,308","7,183","1,346","7,664"
Ohio,39,OH,10,Ohio 10th,OH-10,78.5,16,1.8,2,0.2,1.4,29.1,30.2,"$49,490","348,181","153,323","178,703",,"358,592","172,942","179,813",,"371,572","183,239","183,226",,"336,602","109,981","215,724","10,897","200,606","63,249","130,752","6,605","131,097","208,201",,-4.9,-2.9,-3.7,"721,931","549,891","123,144","16,102","14,250","1,518","17,026","557,295","437,482","89,250","10,231","11,074","1,191","8,067"
Ohio,39,OH,11,Ohio 11th,OH-11,41.8,50.9,3.3,2.3,0.2,1.4,26,39.9,"$35,624","323,301","260,298","55,018",,"361,124","298,788","59,753",,"369,582","303,165","63,609",,"302,686","242,917","59,769",0,"172,566","137,105","35,461",0,"258,378",0,,31.4,31.4,29,"720,563","274,301","386,243","27,893","15,567","1,307","15,252","548,819","229,589","279,231","18,359","12,723","1,030","7,887"
Ohio,39,OH,12,Ohio 12th,OH-12,89.6,4.5,1.5,3,0.2,1.2,40,39.4,"$69,056","387,279","162,245","205,883",,"381,462","167,441","207,387",,"375,123","167,870","201,574",,"377,534","112,638","251,266","13,630","221,081","61,360","150,573","9,148","134,614","233,874",,-7,-7.3,-8.2,"723,055","637,035","33,656","13,524","23,057","1,218","14,565","545,814","488,783","24,787","8,413","16,563",932,"6,336"
Ohio,39,OH,13,Ohio 13th,OH-13,85.1,10.3,2.2,1.1,0.2,1.1,21.4,22.6,"$42,019","319,877","163,553","142,800",,"337,776","212,616","119,625",,"356,854","222,155","127,685",,"308,004","208,610","99,377",17,"175,463","120,230","55,233",0,"235,492","88,120",,2.3,12,9.8,"723,040","597,736","82,339","18,816","8,001","1,321","14,827","570,274","485,387","58,691","12,310","6,382","1,071","6,433"
Ohio,39,OH,14,Ohio 14th,OH-14,92,3.6,1.7,1.8,0.1,0.8,33.5,33.4,"$64,775","369,274","155,602","197,884",,"377,833","179,769","192,270",,"385,186","189,099","190,379",,"350,269","130,907","219,191",171,"214,580","70,856","135,736","7,988","131,638","183,660",,-7.1,-3.6,-3.9,"720,673","653,150","26,962","16,214","13,900",746,"9,701","551,969","507,853","19,745","9,427","10,136",612,"4,196"
Ohio,39,OH,15,Ohio 15th,OH-15,91.4,3.7,1.5,2.1,0.2,1.1,30.8,30,"$60,009","355,390","141,654","196,679",,"347,923","161,227","180,443",,"350,655","161,592","183,103",,"336,807","113,960","222,847",0,"194,621","66,125","128,496",0,"128,188","205,277",,-9.2,-4.8,-6.8,"722,961","653,667","26,817","13,392","14,767","1,442","12,876","556,070","508,007","20,660","8,533","11,427","1,124","6,319"
Ohio,39,OH,16,Ohio 16th,OH-16,94,1.7,1.5,1.9,0.1,0.8,32.3,31.8,"$61,330","368,837","145,672","207,101",,"374,209","169,108","199,650",,"383,030","180,871","196,473",,"345,624","119,830","225,794",0,"207,375","75,199","132,176",0,"170,604","185,167",,-9.8,-6.1,-5.8,"719,950","669,939","12,795","13,217","14,055",887,"9,057","555,332","522,262","9,449","8,207","10,465",690,"4,259"
Oklahoma,40,OK,1,Oklahoma 1st,OK-01,71.6,8.4,7.9,2.1,5.9,4.1,29.4,33,"$52,054","311,506","101,757","191,343",,"287,282","98,321","188,961",,"317,933","113,915","204,018",,0,0,0,0,0,0,0,0,"91,421","181,084",,-16.4,-17.7,-17.9,"749,913","502,866","67,879","73,712","16,154","49,094","40,208","558,360","399,805","46,644","44,254","11,651","33,113","22,893"
Oklahoma,40,OK,2,Oklahoma 2nd,OK-02,70.9,3.5,3.2,0.5,15.9,5.9,17.3,18.2,"$41,197","271,844","62,022","198,155",,"252,162","81,179","170,983",,"273,285","93,714","179,570",,"268,870","62,387","189,839","16,644","158,407","38,964","110,925","8,518","96,081","143,701",,-27.3,-19.8,-19.4,"750,307","496,312","25,739","32,195","4,373","136,384","55,304","567,268","402,213","19,700","18,267","3,029","90,315","33,744"
Oklahoma,40,OK,3,Oklahoma 3rd,OK-03,79.7,3.7,6.8,1.4,5.5,2.9,22.1,23.7,"$48,571","293,417","61,179","216,078",,"269,736","70,346","199,390",,"296,229","80,196","216,033",,"290,615","63,090","227,525",0,"169,605","36,270","133,335",0,"53,472","201,744",,-29,-25.9,-26.6,"750,049","574,367","26,758","63,049","10,441","46,265","29,169","567,154","452,015","20,983","38,818","7,990","31,014","16,334"
Oklahoma,40,OK,4,Oklahoma 4th,OK-04,76.8,6.2,5.8,2.3,5.3,3.6,24.1,24.9,"$51,990","295,464","83,648","194,160",,"262,386","86,285","176,067",,"288,234","97,697","190,538",,"293,189","76,472","204,143","12,574","166,268","40,998","117,721","7,549","71,846","176,740",,-21,-19.1,-19.8,"751,309","551,103","48,601","54,410","16,271","43,837","37,087","568,351","436,422","35,286","33,195","12,882","30,040","20,526"
Oklahoma,40,OK,5,Oklahoma 5th,OK-05,65.1,13,11.6,2.9,4.2,3.2,29.9,35.7,"$48,426","280,761","111,769","149,400",,"263,306","107,416","155,924",,"286,981","116,973","170,007",,"280,570","103,273","160,184","17,113","159,133","57,790","95,632","5,711","97,504","153,603",,-8.3,-11.2,-12.9,"749,773","450,733","103,094","108,641","20,892","33,153","33,260","560,552","365,049","72,933","64,923","16,079","23,401","18,167"
Oregon,41,OR,1,Oregon 1st,OR-01,77.9,1.3,11,6.9,0.7,2.2,40.4,41.9,"$66,349","382,673","219,412","132,160",,"350,979","201,028","140,410",,"353,487","210,580","133,368",,"378,095","225,391","139,756","12,948","279,253","160,038","96,245","22,970","197,845","109,699",,11.3,6.9,7.5,"763,897","565,900","10,694","104,801","53,082","4,973","24,447","576,034","448,707","7,541","63,396","40,002","3,779","12,609"
Oregon,41,OR,2,Oregon 2nd,OR-02,85.3,0.5,9.5,1.2,1.8,1.8,24,25.6,"$46,793","381,561","139,059","215,711",,"345,883","139,940","196,568",,"355,690","153,867","191,430",,"380,739","106,640","272,952","1,147","287,425","73,785","202,374","11,266","96,741","228,043",,-11.9,-10.4,-9.1,"765,205","625,841","3,828","94,603","8,614","14,507","17,812","589,203","502,516","2,865","55,991","6,780","10,516","10,535"
Oregon,41,OR,3,Oregon 3rd,OR-03,76.9,4.7,8.4,6.6,0.8,2.7,39.9,43.5,"$58,809","399,204","282,346","89,678",,"372,036","267,966","91,827",,"377,498","275,349","91,804",,"382,355","274,687",0,"107,668","292,757","211,748","57,424","23,585","264,979","70,325",,24.8,22.5,21.3,"765,961","558,539","39,511","82,254","51,504","5,828","28,325","604,077","464,265","28,470","50,760","39,674","4,639","16,269"
Oregon,41,OR,4,Oregon 4th,OR-04,88.3,0.6,5.2,2.3,1.1,2.6,25.9,25.9,"$44,747","392,006","180,872","180,318",,"364,440","188,563","163,931",,"388,034","210,312","165,632",,"397,568","220,628","157,743","19,197","310,179","181,624","116,534","12,021","212,866","140,549",,-1,1.5,2.3,"766,771","659,561","4,904","51,481","16,819","9,217","24,789","613,372","541,488","3,605","31,795","13,902","6,938","15,644"
Oregon,41,OR,5,Oregon 5th,OR-05,81.8,0.8,11.7,2.9,1,1.9,29.9,32.5,"$58,466","373,298","180,417","164,536",,"342,657","172,991","161,439",,"353,154","187,183","156,240",,"373,108","199,505","160,443","13,160","281,088","150,944","110,332","19,812","177,229","139,223",,1.2,-0.2,0.8,"769,240","596,007","6,047","116,923","22,114","8,181","19,968","581,935","475,859","4,465","67,806","16,678","5,990","11,137"
Pennsylvania,42,PA,1,Pennsylvania 1st,PA-01,46.9,31.7,13.2,6.5,0.2,1.6,26,36.5,"$45,968","315,605","250,924","57,521",,"297,369","244,605","50,211",,"311,981","245,500","64,135",,"299,010","245,791","53,219",0,"158,441","131,248","27,193",0,"235,394","41,708",,30.2,31,25.6,"705,688","294,705","241,500","108,518","44,758","1,356","14,851","535,939","251,390","169,661","70,801","34,581","1,006","8,500"
Pennsylvania,42,PA,2,Pennsylvania 2nd,PA-02,32,56,4.8,5.1,0.3,1.8,35.6,70.4,"$40,244","369,756","334,322","28,067",,"374,459","338,543","33,525",,"382,621","347,855","33,390",,"357,645","322,514","35,131",0,"206,538","181,141","25,397",0,"318,176","33,381",,41.1,39,37.6,"705,689","201,658","415,882","38,199","33,031","1,805","15,114","557,094","178,257","311,947","26,752","28,524","1,416","10,198"
Pennsylvania,42,PA,3,Pennsylvania 3rd,PA-03,93,4,1.4,0.8,0.1,0.8,25.1,25.3,"$50,231","324,203","113,563","197,960",,"307,771","132,484","171,121",,"323,368","149,873","169,166",,"244,893",0,"244,893",0,"187,790","73,931","113,859",0,"123,933","165,826",,-14.7,-8.3,-6.7,"705,770","643,914","31,943","13,262","5,603",832,"10,216","549,101","510,627","21,820","7,727","4,134",668,"4,125"
Pennsylvania,42,PA,4,Pennsylvania 4th,PA-04,85.6,6.7,4.8,1.8,0.2,1,25.5,26.4,"$58,510","338,687","125,762","198,571",,"311,373","129,239","177,711",,"321,232","144,854","172,940",,"334,000","113,372","220,628",0,"197,340","50,250","147,090",0,"104,643","181,603",,-12.3,-9.9,-8.1,"705,669","585,038","51,773","42,341","13,446","1,052","12,019","544,246","465,985","36,227","25,895","9,954",839,"5,346"
Pennsylvania,42,PA,5,Pennsylvania 5th,PA-05,93.8,2.3,1.5,1.6,0.1,0.7,23.8,23.6,"$48,610","314,143","105,138","195,736",,"290,085","119,958","165,210",,"311,074","146,536","160,134",,"307,833","101,082","206,751",0,"180,857","65,839","115,018",0,"104,725","177,740",,-16.2,-9.9,-5.9,"705,715","661,706","14,428","10,951","10,781",853,"6,996","566,600","531,432","12,791","8,501","9,283",706,"3,887"
Pennsylvania,42,PA,6,Pennsylvania 6th,PA-06,87.8,3.9,3.9,3.5,0.1,0.8,42.5,42.2,"$80,129","368,554","177,639","175,340",,"344,797","165,916","174,379",,"351,615","186,460","161,570",,"360,046","153,632","206,414",0,"212,544","92,901","119,643",0,"143,803","191,725",,-0.8,-3.2,-0.1,"705,799","606,215","28,546","33,699","26,634",677,"10,028","539,084","473,555","20,806","21,155","18,635",528,"4,405"
Pennsylvania,42,PA,7,Pennsylvania 7th,PA-07,88.2,4.7,2.4,3.8,0.1,0.8,42.4,42.5,"$84,406","386,339","190,599","181,455",,"365,247","177,252","183,955",,"375,376","192,275","179,384",,"379,502","153,824","225,678",0,"235,125","89,256","145,869",0,"143,509","209,942",,0.1,-2.9,-2,"705,677","614,128","33,645","19,824","28,353",639,"9,088","541,045","477,360","25,469","12,838","20,671",490,"4,217"
Pennsylvania,42,PA,8,Pennsylvania 8th,PA-08,88.4,3.1,3.5,4,0.1,0.9,39.1,39.1,"$80,032","387,025","185,685","186,607",,"360,589","177,940","178,195",,"373,060","198,505","170,472",,"381,024","173,555","207,469",0,"222,498","84,767","137,731",0,"152,859","199,379",,-1.2,-2,0.1,"705,689","612,094","23,508","29,727","29,433",846,"10,081","542,944","479,992","16,607","19,249","21,619",642,"4,835"
Pennsylvania,42,PA,9,Pennsylvania 9th,PA-09,94.6,2.7,1.4,0.5,0.1,0.7,18.4,18.2,"$47,413","305,937","83,263","213,381",,"281,321","100,907","176,724",,"294,304","120,433","170,305",,"294,565","107,985","186,580",0,"173,317","63,223","110,094",0,"105,128","169,177",,-23,-15.6,-12.3,"705,769","660,880","19,859","11,910","3,733",846,"8,541","556,989","526,955","15,124","7,539","2,873",686,"3,812"
Pennsylvania,42,PA,10,Pennsylvania 10th,PA-10,92.5,2.9,2.9,0.8,0.2,0.8,21.3,21.2,"$53,520","308,952","93,240","204,114",,"283,294","108,944","170,277",,"299,936","126,925","169,324",,"301,105","89,823","211,282",0,"180,322","44,737","112,851","22,734","94,227","179,563",,-19.8,-12.9,-10.8,"705,327","644,796","21,702","23,818","5,414","1,143","8,454","553,619","512,297","16,251","15,785","4,163",935,"4,188"
Pennsylvania,42,PA,11,Pennsylvania 11th,PA-11,90.2,4.2,3.5,1.2,0.1,0.8,22.8,23.4,"$52,367","319,032","115,482","191,470",,"292,821","130,502","157,841",,"308,440","145,211","159,469",,"313,221","113,800","199,421",0,"184,692","62,228","122,464",0,"118,231","166,967",,-13.5,-6.7,-6,"706,322","622,796","31,920","32,000","9,175",791,"9,640","559,032","504,083","23,584","19,573","6,820",631,"4,341"
Pennsylvania,42,PA,12,Pennsylvania 12th,PA-12,94.2,2.9,0.9,1.3,0.1,0.6,32.4,32.2,"$57,186","363,139","137,482","213,005",,"346,617","141,918","200,396",,"360,576","161,241","195,077",,"359,204","137,353","221,851",0,"215,921","87,928","127,993",0,"163,589","175,352",,-11.9,-10.5,-8.4,"705,698","656,932","21,563","7,890","10,402",602,"8,309","558,549","526,347","16,041","5,132","7,224",455,"3,350"
Pennsylvania,42,PA,13,Pennsylvania 13th,PA-13,66,15.5,8.7,8.1,0.1,1.5,34.3,39.5,"$57,367","332,645","217,268","105,558",,"318,212","210,561","104,711",,"332,609","217,661","112,243",,"239,316","239,316",0,0,"184,150","123,601","60,549",0,"209,901","93,918",,16.2,14.8,12.3,"705,642","439,009","120,799","72,198","57,780","1,101","14,755","542,293","357,871","84,320","47,441","43,833",784,"8,044"
Pennsylvania,42,PA,14,Pennsylvania 14th,PA-14,75.3,18.9,1.6,2.7,0.2,1.4,32.9,34.4,"$43,763","350,774","231,552","107,100",,"339,399","230,750","103,977",,"366,056","245,432","116,994",,"343,292","255,293","87,999",0,"148,351","148,351",0,0,"251,932","75,702",,17.3,17,14,"705,526","504,934","151,511","13,002","17,727","1,089","17,263","576,561","433,956","108,743","9,166","15,481",896,"8,319"
Pennsylvania,42,PA,15,Pennsylvania 15th,PA-15,83,3.2,10.4,2.4,0.1,0.9,28.6,31.1,"$58,867","334,869","148,080","173,597",,"307,543","147,234","156,165",,"318,325","165,836","148,385",,"326,474","124,129","190,618","11,727","128,285",0,"128,285",0,"128,764","168,960",,-5.1,-3.4,-0.9,"705,554","559,313","25,933","91,664","17,602",797,"10,245","545,594","452,735","17,611","56,793","12,972",588,"4,895"
Pennsylvania,42,PA,16,Pennsylvania 16th,PA-16,78.5,5.5,13.2,1.7,0.1,0.9,25.6,29,"$55,802","317,019","140,186","161,763",,"292,597","135,331","153,189",,"303,292","152,095","148,489",,"313,773","134,586","168,669","10,518","176,235","74,513","101,722",0,"111,185","156,192",,-4.7,-5.1,-3.1,"705,612","527,104","40,059","114,018","12,498","1,010","10,923","526,440","413,235","28,925","69,609","9,088",765,"4,818"
Pennsylvania,42,PA,17,Pennsylvania 17th,PA-17,87.5,4.5,5.5,1.5,0.1,0.9,21.7,22.2,"$50,329","306,644","132,700","163,734",,"281,710","156,019","121,870",,"306,601","174,446","128,440",,"293,164","157,734","135,430",0,"165,051","93,680","71,371",0,"161,393","106,208",,-6.3,4.2,3.9,"705,386","598,290","35,994","49,022","10,906",940,"10,234","554,815","485,267","25,229","30,461","8,297",719,"4,842"
Pennsylvania,42,PA,18,Pennsylvania 18th,PA-18,94.6,2.3,0.9,1.5,0.1,0.6,35.4,34.9,"$62,254","370,497","142,705","215,102",,"346,855","142,178","200,985",,"354,760","155,226","195,970",,"293,684",0,"293,684",0,"166,076",0,"166,076",0,"122,146","216,727",,-11.2,-10.5,-9.5,"705,847","661,140","16,526","7,617","11,727",530,"8,307","560,279","529,932","12,710","5,004","8,633",409,"3,591"
Rhode Island,44,RI,1,Rhode Island 1st,RI-01,75.7,5.8,11.9,3,0.3,3.3,32.7,36.1,"$51,966","216,116","130,682","75,510",,"213,460","141,332","68,685",,"225,615","150,363","71,764",,"202,371","130,534","71,023",814,"146,353","87,060","58,877",416,"108,612","83,737",,12.3,15.3,14,"525,933","377,374","33,572","75,650","15,533","1,791","22,013","412,614","312,510","23,909","48,985","12,193","1,311","13,706"
Rhode Island,44,RI,2,Rhode Island 2nd,RI-02,83.7,3.2,8.6,2.7,0.4,1.4,32.7,35,"$64,118","238,589","121,843","105,033",,"231,208","138,345","88,519",,"244,152","146,208","93,627",,"229,148","133,108","70,301","25,739","169,904","105,716","63,844",344,"124,067","78,189",,2.6,9,7.3,"526,634","426,311","17,988","55,005","14,760","2,229","10,341","415,997","348,313","13,316","35,730","11,304","1,622","5,712"
South Carolina,45,SC,1,South Carolina 1st,SC-01,73.4,17.8,5.5,1.8,0.3,1.2,39.6,45.5,"$61,907","333,021","134,685","178,052",,"297,933","119,756","173,550",,"278,253","118,886","156,066",,"325,170","119,779","190,410","14,981","127,815",0,"119,392","8,423","103,557","179,908",,-8,-11.1,-10.4,"650,785","458,423","124,899","41,893","11,245","2,070","12,255","501,866","368,327","89,421","27,654","8,860","1,588","6,016"
South Carolina,45,SC,2,South Carolina 2nd,SC-02,70.5,21.7,4.6,1.7,0.4,1.1,33.5,36.4,"$56,454","312,625","120,591","175,985",,"287,443","113,338","170,005",,"285,473","112,547","169,885",,"304,996","109,452","183,746","11,798","194,808","68,719","121,649","4,440",0,"196,116",,-10.5,-12,-13.8,"665,499","451,332","154,392","34,563","11,108","2,360","11,744","504,664","356,012","109,536","23,009","8,505","1,834","5,768"
South Carolina,45,SC,3,South Carolina 3rd,SC-03,77,17.8,3.5,0.8,0.2,0.7,19.8,22.2,"$43,034","284,348","82,527","190,540",,"263,638","89,494","170,173",,"266,523","93,525","169,190",,"269,540","72,933","196,325",282,"164,009","47,181","116,741",87,"84,735","169,512",,-20.9,-17.5,-18.1,"660,789","494,909","122,916","27,845","5,225","1,367","8,527","510,519","392,896","90,929","17,740","4,093","1,091","3,770"
